"","id","age","sex","height","weight","dog","dog_type","bmi","overweight"
"409",409,29,"M",69,189.9,"no",NA,28.0402646502836,0
"410",410,68,"F",60.7,135,"yes","husky",25.7579746450662,0
"411",411,64,"F",62.6,129.9,"yes","retriever",23.3032132613378,0
"412",412,76,"M",67.9,179.5,"no",NA,27.370342333979,0
"413",413,67,"F",62.3,118,"no",NA,21.3727910050524,0
"414",414,66,"M",68.6,169.8,"no",NA,25.365578967947,0
"415",415,82,"F",63.8,129.1,"no",NA,22.2966804571496,0
"416",416,20,"F",61.9,132.1,"no",NA,24.2368873658854,0
"417",417,38,"M",67,188.5,"yes","lab",29.5200490086879,0
"418",418,44,"M",71,192.2,"yes","retriever",26.8035310454275,0
"419",419,86,"F",62.1,124.4,"yes","poodle",22.6773605503564,0
"420",420,62,"M",67.2,175,"no",NA,27.2429935515873,0
"421",421,20,"F",60,120.7,"no",NA,23.5700277777778,0
"422",422,31,"M",68.2,201.4,"yes","retriever",30.4400976943783,1
"423",423,40,"F",63.4,138.8,"no",NA,24.2753933266328,0
"424",424,32,"F",63.4,134.1,"no",NA,23.4533879330076,0
"425",425,36,"F",63,125.2,"yes","poodle",22.1757621567145,0
"426",426,21,"M",68.3,207.3,"no",NA,31.2401578600996,1
"427",427,87,"M",68.5,156,"no",NA,23.3721562150354,0
"428",428,73,"F",63,166,"no",NA,29.4023683547493,0
"429",429,66,"M",67.3,194.1,"no",NA,30.1266423655805,1
"430",430,86,"M",69.9,187.7,"yes","lab",27.006309852006,0
"431",431,44,"M",66.6,186.2,"no",NA,29.5111778445112,0
"432",432,80,"F",63.2,137.3,"yes","retriever",24.1652729931101,0
"433",433,28,"M",69.9,165.9,"yes","lab",23.8697219203399,0
"434",434,39,"F",64.2,117.4,"yes","lab",20.0241166137751,0
"435",435,72,"M",68.8,178.9,"yes","husky",26.5698308207139,0
"436",436,48,"F",62.6,148.9,"no",NA,26.7116894119568,0
"437",437,78,"F",66.1,133.7,"no",NA,21.5121497936698,0
"438",438,69,"F",65.4,150.5,"no",NA,24.7363905021089,0
"439",439,34,"M",69.2,176.7,"no",NA,25.9405802064887,0
"440",440,64,"F",61.6,144.6,"no",NA,26.7893510710069,0
"441",441,57,"M",65.2,191.6,"no",NA,31.6851405773646,1
"442",442,63,"F",64.2,109.6,"yes","husky",18.6937238574936,0
"443",443,44,"F",64.5,138,"no",NA,23.3192716783847,0
"444",444,66,"F",62.7,143.7,"no",NA,25.6966797158185,0
"445",445,62,"F",62.9,134.1,"yes","husky",23.8277377723745,0
"446",446,59,"F",61.6,122.9,"no",NA,22.769095758138,0
"447",447,48,"M",70.5,204.2,"no",NA,28.8823701021075,0
"448",448,85,"F",63.7,137.2,"yes","lab",23.7700760777684,0
"449",449,31,"M",68.1,182.3,"yes","husky",27.634255575609,0
"450",450,27,"F",66.3,136.1,"no",NA,21.7663893495674,0
"451",451,71,"F",60.8,121.8,"yes","retriever",23.1630345394737,0
"452",452,28,"F",64.8,116.4,"no",NA,19.4875971650663,0
"453",453,26,"F",65.9,117.5,"no",NA,19.0205189727388,0
"454",454,86,"M",69.7,178.9,"no",NA,25.888095938939,0
"455",455,25,"F",62,134.7,"no",NA,24.6342611862643,0
"456",456,55,"M",68.7,177.6,"yes","retriever",26.4536018255436,0
"457",457,44,"M",69.3,166,"yes","husky",24.2994779791317,0
"458",458,73,"M",68.5,187.2,"no",NA,28.0465874580425,0
"459",459,83,"F",61.3,132.7,"no",NA,24.8259169862336,0
"460",460,89,"F",63.3,117.7,"no",NA,20.6502050218499,0
"461",461,45,"F",59,125.4,"no",NA,25.3249640907785,0
"462",462,77,"M",69.8,158.3,"yes","husky",22.8415407098464,0
"463",463,34,"F",62.2,139.7,"yes","lab",25.3846372556115,0
"464",464,85,"M",68.3,167.6,"yes","retriever",25.2573586944172,0
"465",465,52,"F",63.8,134.9,"no",NA,23.2983903460068,0
"466",466,35,"F",63.9,141.7,"yes","retriever",24.3962715608553,0
"467",467,84,"F",65.8,127.3,"yes","poodle",20.6695937768498,0
"468",468,48,"F",64.4,131.1,"yes","poodle",22.2221606033718,0
"469",469,47,"F",63,126.7,"no",NA,22.4414462081129,0
"470",470,63,"F",62.3,157,"no",NA,28.4366795575698,0
"471",471,56,"M",67.6,192.2,"yes","lab",29.5675484051679,0
"472",472,56,"F",58.9,138.1,"yes","husky",27.9845555616408,0
"473",473,53,"F",61.6,124.5,"no",NA,23.0655201130039,0
"474",474,35,"M",74,161.1,"no",NA,20.6817567567568,0
"475",475,61,"F",62.9,135.5,"no",NA,24.0764986439727,0
"476",476,75,"M",69.6,185.6,"yes","lab",26.9348659003831,0
"477",477,55,"F",63.5,125.7,"no",NA,21.9150846301693,0
"478",478,82,"M",68.2,193.9,"no",NA,29.3065290116184,0
"479",479,51,"M",69.1,174.1,"no",NA,25.6329152364178,0
"480",480,85,"F",63.3,130.4,"yes","lab",22.878391969832,0
"481",481,48,"M",66.3,186.4,"no",NA,29.810837433941,0
"482",482,70,"M",68.8,169,"no",NA,25.0995047998918,0
"483",483,75,"M",69.2,166.2,"no",NA,24.3991195830131,0
"484",484,76,"M",68.6,196.5,"yes","husky",29.3541594063698,0
"485",485,86,"F",60.2,134.5,"no",NA,26.0906336574651,0
"486",486,89,"F",63.3,134,"no",NA,23.5100040180789,0
"487",487,56,"M",68.4,176.7,"no",NA,26.5509259259259,0
"488",488,28,"F",62.3,134.3,"no",NA,24.3251341693097,0
"489",489,70,"F",61.8,125.1,"yes","lab",23.0269111132058,0
"490",490,37,"M",70,200,"yes","husky",28.6938775510204,0
"491",491,25,"M",68,188.9,"no",NA,28.7190095155709,0
"492",492,68,"F",62.8,142.5,"no",NA,25.4010051117692,0
"493",493,76,"F",61.9,129.5,"yes","lab",23.7598555176545,0
"494",494,76,"M",67.5,184.7,"yes","husky",28.4980192043896,0
"495",495,27,"M",70,173.5,"no",NA,24.8919387755102,0
"496",496,82,"M",69.7,202.6,"no",NA,29.3176536457744,0
"497",497,52,"M",67.5,184.2,"yes","poodle",28.4208724279835,0
"498",498,70,"F",61.6,152.5,"no",NA,28.2529463231574,0
"499",499,72,"M",69.9,173.6,"no",NA,24.9775993090477,0
"500",500,69,"M",69.6,167.4,"no",NA,24.2936236623068,0
"501",501,35,"F",63.5,116.4,"no",NA,20.2936821873644,0
"502",502,45,"M",70.6,174.7,"yes","lab",24.6398935871406,0
"503",503,79,"F",63,128,"no",NA,22.6717057193248,0
"504",504,78,"F",65.2,127.1,"yes","poodle",21.0186918965712,0
"505",505,21,"F",64.2,139.3,"yes","lab",23.7594501217962,0
"506",506,41,"F",59.6,118.4,"yes","husky",23.4322778253232,0
"507",507,87,"M",71.9,181.4,"yes","retriever",24.6680503945172,0
"508",508,24,"M",67.5,190.3,"yes","lab",29.3620631001372,0
"509",509,66,"M",69.9,187.1,"yes","poodle",26.919981743795,0
"510",510,79,"M",69.5,172.5,"yes","retriever",25.1058433828477,0
"511",511,31,"F",66.7,123.9,"no",NA,19.5782993061191,0
"512",512,55,"F",64,128,"yes","retriever",21.96875,0
"513",513,49,"M",69.2,165.5,"no",NA,24.2963555414481,0
"514",514,87,"M",66.3,182.4,"yes","retriever",29.1711198924401,0
"515",515,21,"M",65.4,186.1,"yes","retriever",30.5876562952987,1
"516",516,77,"F",60.2,112.8,"no",NA,21.8812154391232,0
"517",517,60,"M",71.1,184.9,"no",NA,25.7130168677463,0
"518",518,47,"F",63.1,117.3,"yes","retriever",20.7106924083474,0
"519",519,80,"F",63.9,120.7,"yes","retriever",20.7807337854286,0
"520",520,81,"F",60.4,147.5,"yes","poodle",28.4232325336608,0
"521",521,41,"F",64.6,137.8,"no",NA,23.2134401748316,0
"522",522,69,"M",67.2,189,"yes","poodle",29.4224330357143,0
"523",523,56,"F",62.4,141,"no",NA,25.4568848619329,0
"524",524,47,"M",67.8,178.8,"yes","husky",27.344088547785,0
"525",525,21,"M",67,170.9,"no",NA,26.7638004009802,0
"526",526,65,"M",69.9,187.8,"yes","retriever",27.0206978700412,0
"527",527,75,"F",63.5,115.8,"no",NA,20.1890755781512,0
"528",528,43,"F",63.5,151.1,"no",NA,26.3434310868622,0
"529",529,65,"F",64.4,119.7,"no",NA,20.2897988117742,0
"530",530,57,"M",70.6,190,"no",NA,26.7978235921964,0
"531",531,62,"M",70.1,179.5,"no",NA,25.6793331718902,0
"532",532,48,"M",69.9,176.7,"yes","husky",25.4236278681378,0
"533",533,53,"F",62.9,137.2,"no",NA,24.3785654166277,0
"534",534,21,"M",68.9,202.1,"yes","retriever",29.9283789847089,0
"535",535,26,"M",66.8,171.3,"no",NA,26.9873202696404,0
"536",536,52,"M",69.5,193.8,"no",NA,28.2058692614254,0
"537",537,78,"M",67.7,199.8,"no",NA,30.64597701651,1
"538",538,29,"F",63.3,146.3,"yes","poodle",25.6680118495891,0
"539",539,21,"F",63.1,131.2,"no",NA,23.1649006306494,0
"540",540,61,"F",65.9,124,"yes","husky",20.072717894635,0
"541",541,86,"M",69.8,168.4,"no",NA,24.2988973817949,0
"542",542,71,"M",68.7,148.4,"yes","poodle",22.1042483722448,0
"543",543,81,"F",62.2,134.1,"yes","lab",24.3670712668397,0
"544",544,63,"M",67.1,176.5,"no",NA,27.5584631341881,0
"545",545,76,"M",71,186.2,"no",NA,25.9667923031145,0
"546",546,58,"M",67.3,186.7,"no",NA,28.9780738261405,0
"547",547,30,"M",67.7,151.5,"yes","poodle",23.2375651551615,0
"548",548,60,"F",66.3,143.5,"no",NA,22.949866801344,0
"549",549,42,"M",70.1,186.7,"no",NA,26.7093677058044,0
"550",550,56,"M",69.9,189.9,"yes","husky",27.3228462487797,0
"551",551,29,"F",61.1,153.1,"no",NA,28.8302292129294,0
"552",552,31,"F",64.3,113.3,"no",NA,19.2647460750903,0
"553",553,47,"M",71.8,165.9,"yes","retriever",22.6231368471691,0
"554",554,64,"M",67.9,181.7,"yes","poodle",27.705800568713,0
"555",555,80,"M",67.5,154.1,"no",NA,23.7766364883402,0
"556",556,58,"M",67.1,190.4,"no",NA,29.7287896926313,0
"557",557,60,"M",69.5,153.6,"yes","poodle",22.3551161948139,0
"558",558,40,"F",63.2,134.8,"no",NA,23.7252643807082,0
"559",559,79,"F",65.9,115.3,"yes","husky",18.6643901068663,0
"560",560,50,"M",70,186.7,"no",NA,26.7857346938776,0
"561",561,21,"M",71,167.4,"yes","husky",23.3450109105336,0
"562",562,82,"M",67.3,200.8,"yes","husky",31.166562529668,1
"563",563,32,"F",63.4,127.9,"yes","lab",22.3690403924808,0
"564",564,28,"M",70.8,197,"no",NA,27.6283555172524,0
"565",565,70,"M",68.8,165.6,"yes","lab",24.5945443482964,0
"566",566,49,"M",67.2,182.9,"no",NA,28.4728201176304,0
"567",567,83,"F",60.8,124.3,"no",NA,23.6384662828947,0
"568",568,72,"M",67.8,179,"no",NA,27.3746747765857,0
"569",569,41,"F",64.1,111.6,"no",NA,19.0942876404604,0
"570",570,31,"M",67.5,179.9,"yes","retriever",27.7574101508916,0
"571",571,26,"M",66.7,207,"yes","lab",32.7095073153079,1
"572",572,48,"F",62.9,136.7,"yes","poodle",24.2897222481998,0
"573",573,82,"F",60.2,141.6,"yes","lab",27.4679087427291,0
"574",574,51,"M",70,190.8,"yes","lab",27.3739591836735,0
"575",575,30,"F",63.8,136.4,"yes","poodle",23.5574532482975,0
"576",576,30,"F",62.4,132.7,"yes","lab",23.9583590154504,0
"577",577,36,"F",65.5,134.9,"no",NA,22.104702523163,0
"578",578,23,"F",62.2,154.2,"yes","retriever",28.0194063336814,0
"579",579,86,"F",61.7,125.6,"no",NA,23.1939457142182,0
"580",580,45,"M",70.9,193.5,"no",NA,27.0609989237707,0
"581",581,69,"F",60,130.3,"yes","retriever",25.4446944444444,0
"582",582,46,"F",63.3,131.3,"yes","lab",23.0362949818937,0
"583",583,41,"F",65.3,137.6,"no",NA,22.6854498849696,0
"584",584,32,"F",63.7,126,"no",NA,21.829661704073,0
"585",585,46,"F",63.5,114.5,"no",NA,19.9624279248558,0
"586",586,24,"M",69.8,177.9,"no",NA,25.6696784098653,0
"587",587,35,"F",60.7,135.6,"yes","lab",25.8724545323776,0
"588",588,71,"F",62.9,133.5,"no",NA,23.7211259702609,0
"589",589,28,"F",64.1,117.2,"yes","retriever",20.0524239378312,0
"590",590,32,"F",65.3,135.9,"yes","retriever",22.4051790651698,0
"591",591,77,"M",68.7,204.4,"yes","husky",30.4454741730919,1
"592",592,34,"F",64.5,121.6,"no",NA,20.5479959137071,0
"593",593,72,"F",62.8,132.4,"no",NA,23.600653170514,0
"594",594,70,"F",61.1,116.4,"yes","retriever",21.9192598326909,0
"595",595,54,"M",70.6,173.2,"no",NA,24.428331821939,0
"596",596,34,"M",67.7,188.5,"yes","poodle",28.9127460841448,0
"597",597,78,"F",65.3,133,"no",NA,21.927070019629,0
"598",598,44,"M",72.6,143.8,"no",NA,19.1796628949146,0
"599",599,41,"M",70.7,171,"no",NA,24.0498630586437,0
"600",600,54,"F",64.7,126.1,"yes","lab",21.1768738846991,0
"601",601,80,"F",66.1,151.1,"yes","retriever",24.3117863412379,0
"602",602,60,"F",61,122.4,"yes","husky",23.124751410911,0
"603",603,77,"M",68.1,193.1,"no",NA,29.2713919454202,0
"604",604,33,"F",58,131.1,"no",NA,27.3969381688466,0
"605",605,73,"M",70.8,187.9,"no",NA,26.3521218359986,0
"606",606,79,"F",63.5,120.8,"no",NA,21.0607973215946,0
"607",607,83,"M",70.4,171.3,"yes","poodle",24.2978233148244,0
"608",608,22,"M",66.7,186.4,"yes","lab",29.4543582781323,0
"609",609,66,"M",67.3,198.9,"yes","lab",30.8716597965686,1
"610",610,76,"F",64,117.7,"no",NA,20.2009521484375,0
"611",611,26,"F",62.9,149.2,"yes","poodle",26.5108014588983,0
"612",612,60,"F",64.3,134.8,"yes","husky",22.9204569366476,0
"613",613,22,"F",64,104.9,"no",NA,18.0040771484375,0
"614",614,21,"M",69,181.9,"no",NA,26.8590002100399,0
"615",615,83,"F",62,120.9,"yes","retriever",22.1104838709677,0
"616",616,35,"M",69.5,183.7,"yes","lab",26.7359039387195,0
"617",617,40,"M",66.9,184.1,"no",NA,28.9172425658178,0
"618",618,81,"M",69.3,161.3,"no",NA,23.6114807110478,0
"619",619,23,"F",62,129,"no",NA,23.5918314255983,0
"620",620,64,"F",63.7,144.1,"no",NA,24.9655099329914,0
"621",621,33,"M",72.1,167.9,"no",NA,22.705731175494,0
"622",622,63,"M",70.8,148.6,"no",NA,20.840475278496,0
"623",623,54,"M",69.6,201.7,"no",NA,29.2713494186815,0
"624",624,22,"F",64.7,128.1,"no",NA,21.5127481731162,0
"625",625,82,"F",60.4,129.3,"no",NA,24.9160946888294,0
"626",626,60,"F",65.4,142.7,"no",NA,23.454371592365,0
"627",627,32,"M",71,202.8,"yes","husky",28.2817694901805,0
"628",628,37,"F",62.5,141.8,"yes","retriever",25.5194624,0
"629",629,76,"M",70.9,153.9,"no",NA,21.5229340277432,0
"630",630,63,"F",60.6,133.6,"no",NA,25.5750525547604,0
"631",631,22,"F",64.3,131.7,"yes","husky",22.39335444033,0
"632",632,69,"M",69.6,171.9,"no",NA,24.9466780618312,0
"633",633,83,"F",62.7,133.5,"no",NA,23.8726982746121,0
"634",634,52,"M",69.4,160.3,"yes","poodle",23.3975242714415,0
"635",635,73,"M",69.4,174.3,"no",NA,25.4409761728774,0
"636",636,62,"M",66.9,181.6,"yes","retriever",28.5245586635118,0
"637",637,59,"M",68.9,200.3,"yes","poodle",29.6618224177991,0
"638",638,88,"F",63.4,111.1,"no",NA,19.4308083471823,0
"639",639,61,"F",62.5,128.4,"yes","retriever",23.1078912,0
"640",640,83,"M",67.3,189.8,"no",NA,29.459230916987,0
"641",641,75,"M",69.4,191.7,"yes","lab",27.9806949646621,0
"642",642,75,"F",63.6,130,"no",NA,22.5935485146948,0
"643",643,28,"M",70.1,184.5,"yes","retriever",26.3946349315529,0
"644",644,25,"F",64.1,139.2,"no",NA,23.8165308203592,0
"645",645,40,"M",72.2,183.3,"yes","husky",24.719711328182,0
"646",646,23,"F",62.7,134.6,"no",NA,24.0694021555266,0
"647",647,29,"M",68.7,173.4,"no",NA,25.8280098904801,0
"648",648,67,"F",61.7,128,"yes","lab",23.6371421291395,0
"649",649,80,"F",62.5,133.2,"yes","retriever",23.9717376,0
"650",650,49,"M",68.1,185.9,"no",NA,28.1799676988794,0
"651",651,65,"M",70,210.4,"no",NA,30.1859591836735,1
"652",652,21,"M",68.4,168.1,"no",NA,25.2586907082521,0
"653",653,80,"F",64.5,140.2,"no",NA,23.6910281834024,0
"654",654,82,"F",61.3,135.7,"no",NA,25.3871660514838,0
"655",655,22,"F",61.5,126.1,"yes","husky",23.437980038337,0
"656",656,78,"M",69.1,177.2,"no",NA,26.0893313032351,0
"657",657,29,"M",72.1,179,"yes","retriever",24.2068247791152,0
"658",658,89,"F",61.7,127.9,"no",NA,23.6186756118511,0
"659",659,35,"M",68.7,206.3,"no",NA,30.7284800484778,1
"660",660,53,"F",64.3,111.8,"no",NA,19.0096964800979,0
"661",661,38,"M",68.9,170.9,"yes","poodle",25.3080651582719,0
"662",662,89,"M",68.8,165.2,"yes","lab",24.535137236344,0
"663",663,71,"M",68.5,200.2,"yes","poodle",29.9942671426288,0
"664",664,61,"M",69.5,199,"yes","lab",28.9626830909373,0
"665",665,79,"F",63.2,116.6,"no",NA,20.5220016824227,0
"666",666,26,"F",64.8,158,"yes","lab",26.4522367017223,0
"667",667,82,"F",63,134.7,"no",NA,23.8584278155707,0
"668",668,66,"F",63.3,121.4,"yes","poodle",21.2993618492147,0
"669",669,80,"F",60.4,143.1,"yes","lab",27.5753530546906,0
"670",670,47,"F",62.7,126.1,"yes","poodle",22.549417621188,0
"671",671,51,"F",62.2,127,"no",NA,23.0769429596468,0
"672",672,21,"M",70.8,183.1,"yes","lab",25.6789436305021,0
"673",673,82,"F",64.9,133.6,"no",NA,22.2983326250412,0
"674",674,55,"F",62.7,123.5,"no",NA,22.0844811753903,0
"675",675,61,"F",65.3,136,"no",NA,22.4216655839816,0
"676",676,41,"M",69.3,205.8,"no",NA,30.1254973982247,1
"677",677,71,"F",62.4,145.4,"no",NA,26.2512841058514,0
"678",678,57,"M",68.6,173,"no",NA,25.8436110804172,0
"679",679,49,"F",63.2,134.8,"yes","retriever",23.7252643807082,0
"680",680,57,"F",64.3,122.6,"yes","poodle",20.846053564043,0
"681",681,83,"F",66.5,135.8,"yes","retriever",21.587969924812,0
"682",682,35,"M",68.7,165.5,"no",NA,24.6513012507177,0
"683",683,38,"F",65.2,147.5,"yes","lab",24.3922663630547,0
"684",684,40,"M",72.4,175.5,"yes","lab",23.5372279539697,0
"685",685,37,"M",71.2,183.9,"yes","lab",25.5021659197071,0
"686",686,22,"F",60.6,134.4,"no",NA,25.7281965820344,0
"687",687,66,"M",69.8,178.5,"no",NA,25.7562540537434,0
"688",688,45,"M",70.1,186.2,"no",NA,26.6378375298382,0
"689",689,72,"M",67,164.2,"no",NA,25.7145466696369,0
"690",690,49,"M",69.2,193.3,"no",NA,28.3775560493167,0
"691",691,35,"F",61.9,152,"yes","husky",27.8880157427296,0
"692",692,34,"F",61.8,133.6,"no",NA,24.5914894062693,0
"693",693,38,"F",62.8,136.1,"no",NA,24.2601880400828,0
"694",694,31,"M",69,182.3,"yes","lab",26.9180634320521,0
"695",695,25,"F",61.2,136.7,"no",NA,25.6578933316246,0
"696",696,73,"F",64.1,127,"yes","lab",21.72916245823,0
"697",697,55,"M",68.6,176.1,"yes","retriever",26.3067046893726,0
"698",698,53,"M",69.9,160.5,"yes","lab",23.092768946441,0
"699",699,79,"F",60.4,139.7,"yes","retriever",26.9201734573045,0
"700",700,39,"F",62.9,134.7,"no",NA,23.934349574488,0
"701",701,21,"M",69.8,182.4,"no",NA,26.3189957389512,0
"702",702,75,"F",62.8,134.7,"no",NA,24.0106343056513,0
"703",703,47,"F",65.4,115.8,"yes","lab",19.0330499677356,0
"704",704,27,"F",62.5,123.5,"yes","lab",22.226048,0
"705",705,41,"F",62.4,162.9,"yes","lab",29.4108265532544,0
"706",706,47,"M",68.6,177.6,"yes","retriever",26.530782242093,0
"707",707,82,"M",64.7,185.2,"yes","poodle",31.1019591074248,1
"708",708,33,"M",67.7,172.5,"no",NA,26.4586137905304,0
"709",709,44,"F",65.3,143.4,"no",NA,23.6416679760512,0
"710",710,79,"M",70.4,181.1,"yes","poodle",25.6878914320764,0
"711",711,86,"M",70.1,165.6,"no",NA,23.6907942800279,0
"712",712,26,"M",67.2,218,"no",NA,33.9369862528345,1
"713",713,62,"M",69.3,172.2,"yes","lab",25.2070488434125,0
"714",714,35,"M",69.4,184.8,"yes","lab",26.9735650989544,0
"715",715,71,"F",62.4,119,"no",NA,21.4848886423406,0
"716",716,39,"M",68.5,153.9,"no",NA,23.0575310352176,0
"717",717,66,"M",68.8,200.5,"yes","lab",29.7778148661439,0
"718",718,55,"F",64.6,126.8,"yes","husky",21.3604079402659,0
"719",719,56,"F",60.2,111.8,"yes","retriever",21.687233032748,0
"720",720,68,"F",62.9,122.4,"yes","retriever",21.7488076311606,0
"721",721,46,"F",64.5,123.3,"no",NA,20.8352623039481,0
"722",722,51,"F",62,149.3,"yes","husky",27.3043444328824,0
"723",723,52,"M",69,186.6,"yes","husky",27.552993068683,0
"724",724,90,"M",68.8,179.7,"no",NA,26.6886450446187,0
"725",725,21,"F",61.4,133.4,"yes","husky",24.8756485479952,0
"726",726,49,"F",64.3,148.4,"yes","retriever",25.2329065979117,0
"727",727,60,"M",69.4,205.1,"yes","poodle",29.9365703560365,0
"728",728,38,"F",63.6,143.6,"yes","lab",24.957181282386,0
"729",729,22,"F",66.2,133.3,"yes","retriever",21.3830423234545,0
"730",730,82,"M",67.6,217.1,"no",NA,33.3980996813837,1
"731",731,39,"F",60.3,141,"yes","retriever",27.2608763809477,0
"732",732,88,"M",71.6,169.7,"yes","poodle",23.270789769358,0
"733",733,79,"F",61.5,139.2,"no",NA,25.8728534602419,0
"734",734,58,"M",70.2,177.6,"yes","lab",25.3351839676626,0
"735",735,77,"F",60.9,131.2,"no",NA,24.8687854055614,0
"736",736,74,"F",62.6,135.2,"yes","retriever",24.2539987138789,0
"737",737,87,"M",68.7,186.2,"no",NA,27.7345757878166,0
"738",738,73,"F",62.9,140.7,"no",NA,25.0004675956233,0
"739",739,69,"M",67.9,163.8,"no",NA,24.9763903861045,0
"740",740,45,"M",69.2,201.2,"yes","retriever",29.537321661265,0
"741",741,21,"M",69.4,211.3,"no",NA,30.8415276266724,1
"742",742,86,"F",58.6,124,"no",NA,25.3852694847931,0
"743",743,46,"M",68,192,"yes","poodle",29.1903114186851,0
"744",744,23,"M",68.2,170.9,"yes","poodle",25.8302517178215,0
"745",745,47,"M",69.1,193,"yes","lab",28.4155809341105,0
"746",746,49,"M",68.9,177,"no",NA,26.211395746133,0
"747",747,75,"F",64.2,124,"yes","poodle",21.1498335613979,0
"748",748,21,"F",59,139.5,"yes","retriever",28.1725079000287,0
"749",749,56,"M",71.5,153.3,"yes","husky",21.0807178835151,0
"750",750,46,"M",70.2,186.9,"yes","lab",26.6618574524557,0
"751",751,27,"M",69.8,189.9,"yes","poodle",27.4011912874279,0
"752",752,43,"F",62.1,118.3,"no",NA,21.5653677902505,0
"753",753,77,"M",66.9,141.7,"yes","husky",22.2573235827072,0
"754",754,37,"F",63.9,152.9,"yes","lab",26.3245583744162,0
"755",755,82,"F",63.2,132.9,"yes","lab",23.3908578352828,0
"756",756,76,"F",61.2,112,"yes","lab",21.0218292109872,0
"757",757,51,"M",68.8,193.8,"yes","poodle",28.782745740941,0
"758",758,21,"M",65.4,172.1,"yes","retriever",28.2865967137072,0
"759",759,25,"F",59.3,124.7,"no",NA,24.9294324738589,0
"760",760,76,"M",70.6,182.9,"yes","poodle",25.7964312369091,0
"761",761,24,"F",63.8,143.9,"yes","husky",24.8527677597508,0
"762",762,76,"M",69.7,168.2,"yes","poodle",24.3397302231947,0
"763",763,27,"M",67.4,210.3,"yes","husky",32.5442902552633,1
"764",764,50,"M",67,163.2,"yes","husky",25.557941635108,0
"765",765,88,"M",70.1,171.3,"yes","husky",24.5062382860434,0
"766",766,42,"F",64,122,"no",NA,20.93896484375,0
"767",767,47,"M",69.3,192.5,"no",NA,28.1786115119448,0
"768",768,88,"F",62.6,118.3,"no",NA,21.222248874644,0
"769",769,67,"F",60.5,131,"no",NA,25.1603032579742,0
"770",770,55,"M",70.2,175.8,"yes","retriever",25.0784084544768,0
"771",771,55,"F",65.5,136.7,"yes","lab",22.3996503700251,0
"772",772,37,"M",67.2,201,"no",NA,31.2905240221088,1
"773",773,60,"M",68.4,166.2,"no",NA,24.9731968810916,0
"774",774,72,"F",64.7,125.5,"no",NA,21.076111598174,0
"775",775,84,"F",63.6,141.7,"yes","husky",24.6269678810174,0
"776",776,62,"M",69.5,182.7,"yes","retriever",26.5903628176595,0
"777",777,40,"F",62.4,133.7,"yes","lab",24.1389042981591,0
"778",778,69,"F",61,126.8,"yes","husky",23.9560333243752,0
"779",779,53,"M",70.3,188.4,"no",NA,26.7994310099573,0
"780",780,23,"F",60.7,146.8,"yes","poodle",28.0094124288572,0
"781",781,55,"M",72.6,210.2,"yes","retriever",28.0359189187138,0
"782",782,25,"F",61.8,150.3,"yes","lab",27.665425582053,0
"783",783,53,"M",68.4,186.1,"no",NA,27.9633690708252,0
"784",784,42,"F",64.5,114.9,"yes","retriever",19.4158283756986,0
"785",785,20,"F",64.2,151.3,"no",NA,25.8062082083831,0
"786",786,79,"M",70.8,169.8,"no",NA,23.8136790194389,0
"787",787,21,"F",60.5,129.1,"yes","retriever",24.7953828290417,0
"788",788,22,"M",65.6,173.3,"yes","retriever",28.3104132584771,0
"789",789,61,"M",67.9,180.5,"no",NA,27.5228233497672,0
"790",790,73,"M",68.9,187.8,"yes","husky",27.8107351475919,0
"791",791,49,"M",70.4,184.2,"no",NA,26.1276068569215,0
"792",792,89,"F",62.9,135.5,"yes","retriever",24.0764986439727,0
"793",793,40,"F",65.5,139.6,"no",NA,22.8748441233028,0
"794",794,49,"F",63.5,142.8,"no",NA,24.896372992746,0
"795",795,53,"F",67.4,127.3,"no",NA,19.6998960984071,0
"796",796,53,"M",67.4,184.2,"yes","husky",28.5052699240109,0
"797",797,24,"F",65.1,132.2,"yes","husky",21.9293017241583,0
"798",798,40,"M",66.7,193.5,"no",NA,30.576278577353,1
"799",799,48,"F",63.2,156.7,"no",NA,27.5797398253485,0
"800",800,86,"F",61.1,128.9,"no",NA,24.2731322374043,0
"801",801,28,"F",62.7,129.1,"yes","poodle",23.0858827509545,0
"802",802,83,"M",69,207.9,"yes","poodle",30.6981096408318,1
"803",803,45,"M",68.4,193.1,"yes","lab",29.0151884340481,0
"804",804,29,"M",66.1,197.5,"yes","retriever",31.7774838014195,1
"805",805,40,"F",63.4,136,"no",NA,23.7856879857497,0
"806",806,68,"M",68.5,138.1,"yes","retriever",20.6903511108743,0
"807",807,36,"M",68.9,186.2,"no",NA,27.5737959770054,0
"808",808,43,"M",72.2,163.2,"no",NA,22.009039218545,0
"809",809,73,"F",63.8,130.2,"yes","poodle",22.4866599188294,0
"810",810,57,"M",69,208.6,"yes","retriever",30.8014702793531,1
"811",811,54,"F",59.8,106.2,"no",NA,20.8774510352233,0
"812",812,85,"M",72.6,144.5,"yes","lab",19.2730270397438,0
"813",813,44,"M",70.4,167.7,"yes","poodle",23.7871860472624,0
"814",814,55,"F",63.3,85.5,"yes","husky",15.0007861458638,0
"815",815,27,"F",62.5,132.7,"yes","poodle",23.8817536,0
"816",816,24,"F",60.6,119,"yes","poodle",22.7801740570097,0
"817",817,38,"F",62.1,137.2,"yes","husky",25.0107224076278,0
